eDNA.sample,rep,Transect,position,depth,func.group,nReads
1220,2,67,3,291,Marine; benthopelagic,0
1220,2,67,3,291,Open; demersal,26391
1220,2,67,3,291,Coastal;pelagic-neritic,0
1220,2,67,3,291,Marine; pelagic-oceanic,0
1220,2,67,3,291,Open; pelagic-neritic,114335
1220,2,67,3,291,Coastal; benthopelagic,0
1220,2,67,3,291,Marine; bathypelagic,11328
1220,2,67,3,291,Coastal; demersal,0
1225,1,67,3,50,Marine; benthopelagic,0
1225,1,67,3,50,Open; demersal,45015
1225,1,67,3,50,Coastal;pelagic-neritic,10344
1225,1,67,3,50,Marine; pelagic-oceanic,0
1225,1,67,3,50,Open; pelagic-neritic,0
1225,1,67,3,50,Coastal; benthopelagic,0
1225,1,67,3,50,Marine; bathypelagic,0
1225,1,67,3,50,Coastal; demersal,0
1228,1,67,3,0,Marine; benthopelagic,0
1228,1,67,3,0,Open; demersal,10980
1228,1,67,3,0,Coastal;pelagic-neritic,15
1228,1,67,3,0,Marine; pelagic-oceanic,3116
1228,1,67,3,0,Open; pelagic-neritic,1215
1228,1,67,3,0,Coastal; benthopelagic,30
1228,1,67,3,0,Marine; bathypelagic,0
1228,1,67,3,0,Coastal; demersal,0
1228,2,67,3,0,Marine; benthopelagic,0
1228,2,67,3,0,Open; demersal,12693
1228,2,67,3,0,Coastal;pelagic-neritic,0
1228,2,67,3,0,Marine; pelagic-oceanic,795
1228,2,67,3,0,Open; pelagic-neritic,568
1228,2,67,3,0,Coastal; benthopelagic,0
1228,2,67,3,0,Marine; bathypelagic,0
1228,2,67,3,0,Coastal; demersal,0
1265,1,67,7,500,Marine; benthopelagic,0
1265,1,67,7,500,Open; demersal,33
1265,1,67,7,500,Coastal;pelagic-neritic,0
1265,1,67,7,500,Marine; pelagic-oceanic,62094
1265,1,67,7,500,Open; pelagic-neritic,5
1265,1,67,7,500,Coastal; benthopelagic,0
1265,1,67,7,500,Marine; bathypelagic,0
1265,1,67,7,500,Coastal; demersal,0
1265,2,67,7,500,Marine; benthopelagic,0
1265,2,67,7,500,Open; demersal,0
1265,2,67,7,500,Coastal;pelagic-neritic,0
1265,2,67,7,500,Marine; pelagic-oceanic,132002
1265,2,67,7,500,Open; pelagic-neritic,0
1265,2,67,7,500,Coastal; benthopelagic,0
1265,2,67,7,500,Marine; bathypelagic,0
1265,2,67,7,500,Coastal; demersal,0
1266,1,67,7,500,Marine; benthopelagic,0
1266,1,67,7,500,Open; demersal,11
1266,1,67,7,500,Coastal;pelagic-neritic,0
1266,1,67,7,500,Marine; pelagic-oceanic,0
1266,1,67,7,500,Open; pelagic-neritic,0
1266,1,67,7,500,Coastal; benthopelagic,0
1266,1,67,7,500,Marine; bathypelagic,0
1266,1,67,7,500,Coastal; demersal,0
1273,1,67,7,50,Marine; benthopelagic,0
1273,1,67,7,50,Open; demersal,0
1273,1,67,7,50,Coastal;pelagic-neritic,0
1273,1,67,7,50,Marine; pelagic-oceanic,0
1273,1,67,7,50,Open; pelagic-neritic,0
1273,1,67,7,50,Coastal; benthopelagic,0
1273,1,67,7,50,Marine; bathypelagic,93922
1273,1,67,7,50,Coastal; demersal,0
1273,2,67,7,50,Marine; benthopelagic,0
1273,2,67,7,50,Open; demersal,0
1273,2,67,7,50,Coastal;pelagic-neritic,0
1273,2,67,7,50,Marine; pelagic-oceanic,0
1273,2,67,7,50,Open; pelagic-neritic,0
1273,2,67,7,50,Coastal; benthopelagic,0
1273,2,67,7,50,Marine; bathypelagic,5221
1273,2,67,7,50,Coastal; demersal,0
1274,1,67,7,50,Marine; benthopelagic,0
1274,1,67,7,50,Open; demersal,0
1274,1,67,7,50,Coastal;pelagic-neritic,0
1274,1,67,7,50,Marine; pelagic-oceanic,0
1274,1,67,7,50,Open; pelagic-neritic,0
1274,1,67,7,50,Coastal; benthopelagic,0
1274,1,67,7,50,Marine; bathypelagic,126790
1274,1,67,7,50,Coastal; demersal,0
1274,2,67,7,50,Marine; benthopelagic,0
1274,2,67,7,50,Open; demersal,0
1274,2,67,7,50,Coastal;pelagic-neritic,0
1274,2,67,7,50,Marine; pelagic-oceanic,61976
1274,2,67,7,50,Open; pelagic-neritic,0
1274,2,67,7,50,Coastal; benthopelagic,0
1274,2,67,7,50,Marine; bathypelagic,0
1274,2,67,7,50,Coastal; demersal,0
1535,1,77,1,0,Marine; benthopelagic,0
1535,1,77,1,0,Open; demersal,2027
1535,1,77,1,0,Coastal;pelagic-neritic,131
1535,1,77,1,0,Marine; pelagic-oceanic,8062
1535,1,77,1,0,Open; pelagic-neritic,274
1535,1,77,1,0,Coastal; benthopelagic,51214
1535,1,77,1,0,Marine; bathypelagic,0
1535,1,77,1,0,Coastal; demersal,0
1535,2,77,1,0,Marine; benthopelagic,0
1535,2,77,1,0,Open; demersal,0
1535,2,77,1,0,Coastal;pelagic-neritic,0
1535,2,77,1,0,Marine; pelagic-oceanic,1369
1535,2,77,1,0,Open; pelagic-neritic,358
1535,2,77,1,0,Coastal; benthopelagic,48432
1535,2,77,1,0,Marine; bathypelagic,0
1535,2,77,1,0,Coastal; demersal,0
1537,1,77,1,50,Marine; benthopelagic,0
1537,1,77,1,50,Open; demersal,49515
1537,1,77,1,50,Coastal;pelagic-neritic,3888
1537,1,77,1,50,Marine; pelagic-oceanic,0
1537,1,77,1,50,Open; pelagic-neritic,0
1537,1,77,1,50,Coastal; benthopelagic,0
1537,1,77,1,50,Marine; bathypelagic,0
1537,1,77,1,50,Coastal; demersal,0
1537,2,77,1,50,Marine; benthopelagic,0
1537,2,77,1,50,Open; demersal,3046
1537,2,77,1,50,Coastal;pelagic-neritic,0
1537,2,77,1,50,Marine; pelagic-oceanic,0
1537,2,77,1,50,Open; pelagic-neritic,35
1537,2,77,1,50,Coastal; benthopelagic,0
1537,2,77,1,50,Marine; bathypelagic,0
1537,2,77,1,50,Coastal; demersal,0
1538,1,77,1,50,Marine; benthopelagic,0
1538,1,77,1,50,Open; demersal,34146
1538,1,77,1,50,Coastal;pelagic-neritic,0
1538,1,77,1,50,Marine; pelagic-oceanic,6048
1538,1,77,1,50,Open; pelagic-neritic,0
1538,1,77,1,50,Coastal; benthopelagic,1083
1538,1,77,1,50,Marine; bathypelagic,0
1538,1,77,1,50,Coastal; demersal,0
1538,2,77,1,50,Marine; benthopelagic,0
1538,2,77,1,50,Open; demersal,132534
1538,2,77,1,50,Coastal;pelagic-neritic,10254
1538,2,77,1,50,Marine; pelagic-oceanic,1636
1538,2,77,1,50,Open; pelagic-neritic,434
1538,2,77,1,50,Coastal; benthopelagic,562
1538,2,77,1,50,Marine; bathypelagic,0
1538,2,77,1,50,Coastal; demersal,1987
1538,3,77,1,50,Marine; benthopelagic,0
1538,3,77,1,50,Open; demersal,12259
1538,3,77,1,50,Coastal;pelagic-neritic,0
1538,3,77,1,50,Marine; pelagic-oceanic,0
1538,3,77,1,50,Open; pelagic-neritic,0
1538,3,77,1,50,Coastal; benthopelagic,0
1538,3,77,1,50,Marine; bathypelagic,0
1538,3,77,1,50,Coastal; demersal,0
1538,4,77,1,50,Marine; benthopelagic,0
1538,4,77,1,50,Open; demersal,55204
1538,4,77,1,50,Coastal;pelagic-neritic,0
1538,4,77,1,50,Marine; pelagic-oceanic,12778
1538,4,77,1,50,Open; pelagic-neritic,0
1538,4,77,1,50,Coastal; benthopelagic,0
1538,4,77,1,50,Marine; bathypelagic,0
1538,4,77,1,50,Coastal; demersal,0
1539,1,77,1,25,Marine; benthopelagic,0
1539,1,77,1,25,Open; demersal,7004
1539,1,77,1,25,Coastal;pelagic-neritic,0
1539,1,77,1,25,Marine; pelagic-oceanic,3418
1539,1,77,1,25,Open; pelagic-neritic,1116
1539,1,77,1,25,Coastal; benthopelagic,0
1539,1,77,1,25,Marine; bathypelagic,0
1539,1,77,1,25,Coastal; demersal,4850
1539,2,77,1,25,Marine; benthopelagic,0
1539,2,77,1,25,Open; demersal,11978
1539,2,77,1,25,Coastal;pelagic-neritic,0
1539,2,77,1,25,Marine; pelagic-oceanic,6881
1539,2,77,1,25,Open; pelagic-neritic,314
1539,2,77,1,25,Coastal; benthopelagic,5480
1539,2,77,1,25,Marine; bathypelagic,1010
1539,2,77,1,25,Coastal; demersal,6929
1540,1,77,1,25,Marine; benthopelagic,0
1540,1,77,1,25,Open; demersal,16950
1540,1,77,1,25,Coastal;pelagic-neritic,0
1540,1,77,1,25,Marine; pelagic-oceanic,0
1540,1,77,1,25,Open; pelagic-neritic,0
1540,1,77,1,25,Coastal; benthopelagic,0
1540,1,77,1,25,Marine; bathypelagic,42
1540,1,77,1,25,Coastal; demersal,0
1540,2,77,1,25,Marine; benthopelagic,0
1540,2,77,1,25,Open; demersal,23633
1540,2,77,1,25,Coastal;pelagic-neritic,1834
1540,2,77,1,25,Marine; pelagic-oceanic,0
1540,2,77,1,25,Open; pelagic-neritic,747
1540,2,77,1,25,Coastal; benthopelagic,0
1540,2,77,1,25,Marine; bathypelagic,0
1540,2,77,1,25,Coastal; demersal,2579
1540,3,77,1,25,Marine; benthopelagic,0
1540,3,77,1,25,Open; demersal,76812
1540,3,77,1,25,Coastal;pelagic-neritic,0
1540,3,77,1,25,Marine; pelagic-oceanic,0
1540,3,77,1,25,Open; pelagic-neritic,0
1540,3,77,1,25,Coastal; benthopelagic,2541
1540,3,77,1,25,Marine; bathypelagic,287
1540,3,77,1,25,Coastal; demersal,0
1541,1,77,2,0,Marine; benthopelagic,0
1541,1,77,2,0,Open; demersal,11322
1541,1,77,2,0,Coastal;pelagic-neritic,11014
1541,1,77,2,0,Marine; pelagic-oceanic,0
1541,1,77,2,0,Open; pelagic-neritic,3872
1541,1,77,2,0,Coastal; benthopelagic,0
1541,1,77,2,0,Marine; bathypelagic,0
1541,1,77,2,0,Coastal; demersal,0
1543,1,77,2,143,Marine; benthopelagic,0
1543,1,77,2,143,Open; demersal,47695
1543,1,77,2,143,Coastal;pelagic-neritic,1232
1543,1,77,2,143,Marine; pelagic-oceanic,0
1543,1,77,2,143,Open; pelagic-neritic,20007
1543,1,77,2,143,Coastal; benthopelagic,0
1543,1,77,2,143,Marine; bathypelagic,90770
1543,1,77,2,143,Coastal; demersal,0
1543,2,77,2,143,Marine; benthopelagic,0
1543,2,77,2,143,Open; demersal,23425
1543,2,77,2,143,Coastal;pelagic-neritic,1308
1543,2,77,2,143,Marine; pelagic-oceanic,0
1543,2,77,2,143,Open; pelagic-neritic,26725
1543,2,77,2,143,Coastal; benthopelagic,0
1543,2,77,2,143,Marine; bathypelagic,122386
1543,2,77,2,143,Coastal; demersal,0
1544,1,77,2,143,Marine; benthopelagic,0
1544,1,77,2,143,Open; demersal,46895
1544,1,77,2,143,Coastal;pelagic-neritic,0
1544,1,77,2,143,Marine; pelagic-oceanic,0
1544,1,77,2,143,Open; pelagic-neritic,2497
1544,1,77,2,143,Coastal; benthopelagic,5896
1544,1,77,2,143,Marine; bathypelagic,38960
1544,1,77,2,143,Coastal; demersal,0
1544,2,77,2,143,Marine; benthopelagic,0
1544,2,77,2,143,Open; demersal,17671
1544,2,77,2,143,Coastal;pelagic-neritic,0
1544,2,77,2,143,Marine; pelagic-oceanic,0
1544,2,77,2,143,Open; pelagic-neritic,0
1544,2,77,2,143,Coastal; benthopelagic,20702
1544,2,77,2,143,Marine; bathypelagic,92657
1544,2,77,2,143,Coastal; demersal,0
1547,1,77,2,50,Marine; benthopelagic,0
1547,1,77,2,50,Open; demersal,74098
1547,1,77,2,50,Coastal;pelagic-neritic,3844
1547,1,77,2,50,Marine; pelagic-oceanic,2744
1547,1,77,2,50,Open; pelagic-neritic,7339
1547,1,77,2,50,Coastal; benthopelagic,6957
1547,1,77,2,50,Marine; bathypelagic,0
1547,1,77,2,50,Coastal; demersal,0
1548,1,77,2,50,Marine; benthopelagic,0
1548,1,77,2,50,Open; demersal,3671
1548,1,77,2,50,Coastal;pelagic-neritic,16012
1548,1,77,2,50,Marine; pelagic-oceanic,7161
1548,1,77,2,50,Open; pelagic-neritic,1509
1548,1,77,2,50,Coastal; benthopelagic,1685
1548,1,77,2,50,Marine; bathypelagic,3773
1548,1,77,2,50,Coastal; demersal,0
1548,2,77,2,50,Marine; benthopelagic,0
1548,2,77,2,50,Open; demersal,50
1548,2,77,2,50,Coastal;pelagic-neritic,0
1548,2,77,2,50,Marine; pelagic-oceanic,26078
1548,2,77,2,50,Open; pelagic-neritic,423
1548,2,77,2,50,Coastal; benthopelagic,0
1548,2,77,2,50,Marine; bathypelagic,0
1548,2,77,2,50,Coastal; demersal,0
1573,1,77,6,0,Marine; benthopelagic,0
1573,1,77,6,0,Open; demersal,6408
1573,1,77,6,0,Coastal;pelagic-neritic,0
1573,1,77,6,0,Marine; pelagic-oceanic,14456
1573,1,77,6,0,Open; pelagic-neritic,15509
1573,1,77,6,0,Coastal; benthopelagic,0
1573,1,77,6,0,Marine; bathypelagic,1006
1573,1,77,6,0,Coastal; demersal,0
1573,2,77,6,0,Marine; benthopelagic,0
1573,2,77,6,0,Open; demersal,8602
1573,2,77,6,0,Coastal;pelagic-neritic,0
1573,2,77,6,0,Marine; pelagic-oceanic,32035
1573,2,77,6,0,Open; pelagic-neritic,12895
1573,2,77,6,0,Coastal; benthopelagic,0
1573,2,77,6,0,Marine; bathypelagic,0
1573,2,77,6,0,Coastal; demersal,0
1574,1,77,6,0,Marine; benthopelagic,0
1574,1,77,6,0,Open; demersal,13336
1574,1,77,6,0,Coastal;pelagic-neritic,0
1574,1,77,6,0,Marine; pelagic-oceanic,14324
1574,1,77,6,0,Open; pelagic-neritic,29400
1574,1,77,6,0,Coastal; benthopelagic,0
1574,1,77,6,0,Marine; bathypelagic,2113
1574,1,77,6,0,Coastal; demersal,0
1574,2,77,6,0,Marine; benthopelagic,0
1574,2,77,6,0,Open; demersal,12307
1574,2,77,6,0,Coastal;pelagic-neritic,0
1574,2,77,6,0,Marine; pelagic-oceanic,6813
1574,2,77,6,0,Open; pelagic-neritic,7368
1574,2,77,6,0,Coastal; benthopelagic,0
1574,2,77,6,0,Marine; bathypelagic,0
1574,2,77,6,0,Coastal; demersal,0
1575,1,77,6,500,Marine; benthopelagic,0
1575,1,77,6,500,Open; demersal,0
1575,1,77,6,500,Coastal;pelagic-neritic,0
1575,1,77,6,500,Marine; pelagic-oceanic,67162
1575,1,77,6,500,Open; pelagic-neritic,112047
1575,1,77,6,500,Coastal; benthopelagic,0
1575,1,77,6,500,Marine; bathypelagic,0
1575,1,77,6,500,Coastal; demersal,0
1719,1,81,1,0,Marine; benthopelagic,0
1719,1,81,1,0,Open; demersal,1481
1719,1,81,1,0,Coastal;pelagic-neritic,0
1719,1,81,1,0,Marine; pelagic-oceanic,0
1719,1,81,1,0,Open; pelagic-neritic,54548
1719,1,81,1,0,Coastal; benthopelagic,2415
1719,1,81,1,0,Marine; bathypelagic,0
1719,1,81,1,0,Coastal; demersal,0
1719,2,81,1,0,Marine; benthopelagic,0
1719,2,81,1,0,Open; demersal,6666
1719,2,81,1,0,Coastal;pelagic-neritic,0
1719,2,81,1,0,Marine; pelagic-oceanic,0
1719,2,81,1,0,Open; pelagic-neritic,2601
1719,2,81,1,0,Coastal; benthopelagic,0
1719,2,81,1,0,Marine; bathypelagic,0
1719,2,81,1,0,Coastal; demersal,0
1723,1,81,1,25,Marine; benthopelagic,0
1723,1,81,1,25,Open; demersal,0
1723,1,81,1,25,Coastal;pelagic-neritic,0
1723,1,81,1,25,Marine; pelagic-oceanic,0
1723,1,81,1,25,Open; pelagic-neritic,0
1723,1,81,1,25,Coastal; benthopelagic,288770
1723,1,81,1,25,Marine; bathypelagic,0
1723,1,81,1,25,Coastal; demersal,0
1725,1,81,1,3,Marine; benthopelagic,0
1725,1,81,1,3,Open; demersal,7962
1725,1,81,1,3,Coastal;pelagic-neritic,0
1725,1,81,1,3,Marine; pelagic-oceanic,114
1725,1,81,1,3,Open; pelagic-neritic,3088
1725,1,81,1,3,Coastal; benthopelagic,150237
1725,1,81,1,3,Marine; bathypelagic,0
1725,1,81,1,3,Coastal; demersal,0
1725,2,81,1,3,Marine; benthopelagic,0
1725,2,81,1,3,Open; demersal,14127
1725,2,81,1,3,Coastal;pelagic-neritic,0
1725,2,81,1,3,Marine; pelagic-oceanic,214
1725,2,81,1,3,Open; pelagic-neritic,5682
1725,2,81,1,3,Coastal; benthopelagic,258724
1725,2,81,1,3,Marine; bathypelagic,0
1725,2,81,1,3,Coastal; demersal,0
1755,1,81,5,50,Marine; benthopelagic,0
1755,1,81,5,50,Open; demersal,0
1755,1,81,5,50,Coastal;pelagic-neritic,0
1755,1,81,5,50,Marine; pelagic-oceanic,0
1755,1,81,5,50,Open; pelagic-neritic,0
1755,1,81,5,50,Coastal; benthopelagic,314
1755,1,81,5,50,Marine; bathypelagic,130506
1755,1,81,5,50,Coastal; demersal,0
1755,2,81,5,50,Marine; benthopelagic,0
1755,2,81,5,50,Open; demersal,2380
1755,2,81,5,50,Coastal;pelagic-neritic,0
1755,2,81,5,50,Marine; pelagic-oceanic,0
1755,2,81,5,50,Open; pelagic-neritic,111
1755,2,81,5,50,Coastal; benthopelagic,0
1755,2,81,5,50,Marine; bathypelagic,112870
1755,2,81,5,50,Coastal; demersal,0
1756,1,81,5,50,Marine; benthopelagic,0
1756,1,81,5,50,Open; demersal,0
1756,1,81,5,50,Coastal;pelagic-neritic,0
1756,1,81,5,50,Marine; pelagic-oceanic,0
1756,1,81,5,50,Open; pelagic-neritic,0
1756,1,81,5,50,Coastal; benthopelagic,0
1756,1,81,5,50,Marine; bathypelagic,37725
1756,1,81,5,50,Coastal; demersal,0
1756,2,81,5,50,Marine; benthopelagic,0
1756,2,81,5,50,Open; demersal,431
1756,2,81,5,50,Coastal;pelagic-neritic,0
1756,2,81,5,50,Marine; pelagic-oceanic,2262
1756,2,81,5,50,Open; pelagic-neritic,0
1756,2,81,5,50,Coastal; benthopelagic,0
1756,2,81,5,50,Marine; bathypelagic,10187
1756,2,81,5,50,Coastal; demersal,0
1769,1,81,9,0,Marine; benthopelagic,0
1769,1,81,9,0,Open; demersal,0
1769,1,81,9,0,Coastal;pelagic-neritic,0
1769,1,81,9,0,Marine; pelagic-oceanic,12197
1769,1,81,9,0,Open; pelagic-neritic,15623
1769,1,81,9,0,Coastal; benthopelagic,0
1769,1,81,9,0,Marine; bathypelagic,0
1769,1,81,9,0,Coastal; demersal,0
1769,2,81,9,0,Marine; benthopelagic,0
1769,2,81,9,0,Open; demersal,9
1769,2,81,9,0,Coastal;pelagic-neritic,0
1769,2,81,9,0,Marine; pelagic-oceanic,28507
1769,2,81,9,0,Open; pelagic-neritic,20413
1769,2,81,9,0,Coastal; benthopelagic,0
1769,2,81,9,0,Marine; bathypelagic,52
1769,2,81,9,0,Coastal; demersal,0
1770,1,81,9,0,Marine; benthopelagic,0
1770,1,81,9,0,Open; demersal,0
1770,1,81,9,0,Coastal;pelagic-neritic,0
1770,1,81,9,0,Marine; pelagic-oceanic,13008
1770,1,81,9,0,Open; pelagic-neritic,19238
1770,1,81,9,0,Coastal; benthopelagic,0
1770,1,81,9,0,Marine; bathypelagic,0
1770,1,81,9,0,Coastal; demersal,0
1770,2,81,9,0,Marine; benthopelagic,0
1770,2,81,9,0,Open; demersal,0
1770,2,81,9,0,Coastal;pelagic-neritic,0
1770,2,81,9,0,Marine; pelagic-oceanic,41923
1770,2,81,9,0,Open; pelagic-neritic,16811
1770,2,81,9,0,Coastal; benthopelagic,0
1770,2,81,9,0,Marine; bathypelagic,0
1770,2,81,9,0,Coastal; demersal,0
1779,2,81,9,50,Marine; benthopelagic,0
1779,2,81,9,50,Open; demersal,709
1779,2,81,9,50,Coastal;pelagic-neritic,0
1779,2,81,9,50,Marine; pelagic-oceanic,2558
1779,2,81,9,50,Open; pelagic-neritic,0
1779,2,81,9,50,Coastal; benthopelagic,0
1779,2,81,9,50,Marine; bathypelagic,4399
1779,2,81,9,50,Coastal; demersal,0
1780,1,81,9,50,Marine; benthopelagic,0
1780,1,81,9,50,Open; demersal,0
1780,1,81,9,50,Coastal;pelagic-neritic,0
1780,1,81,9,50,Marine; pelagic-oceanic,32074
1780,1,81,9,50,Open; pelagic-neritic,0
1780,1,81,9,50,Coastal; benthopelagic,0
1780,1,81,9,50,Marine; bathypelagic,35667
1780,1,81,9,50,Coastal; demersal,0
1780,2,81,9,50,Marine; benthopelagic,0
1780,2,81,9,50,Open; demersal,13562
1780,2,81,9,50,Coastal;pelagic-neritic,0
1780,2,81,9,50,Marine; pelagic-oceanic,10801
1780,2,81,9,50,Open; pelagic-neritic,0
1780,2,81,9,50,Coastal; benthopelagic,0
1780,2,81,9,50,Marine; bathypelagic,9316
1780,2,81,9,50,Coastal; demersal,0
